Title,Price,Neighbourhood,All Images,Description,Posting URL,Property Type,Size,Rooms
Studio Meublé Haut Standing au Princesse à Louer,8 000 DH,"Les princesses, Casablanca","https://www.mubawab-media.com/ad/8/036/370F/h/IMG_6577_79221245.avif, https://www.mubawab-media.com/ad/8/036/370F/h/IMG_6581_79221244.avif, https://www.mubawab-media.com/ad/8/036/370F/h/IMG_6579_79221246.avif, https://www.mubawab-media.com/ad/8/036/370F/h/IMG_6585_79221247.avif, https://www.mubawab-media.com/ad/8/036/370F/h/IMG_6586_79221248.avif, https://www.mubawab-media.com/ad/8/036/370F/h/IMG_6587_79221249.avif, https://www.mubawab-media.com/ad/8/036/370F/h/IMG_6592_79221250.avif, https://www.mubawab-media.com/ad/8/036/370F/h/IMG_6593_79221251.avif","Disponible le 30/07/25, Un très joli Studio Haut Standing Neuf Meublé à Louer Les Princesses Location Contrat HABITATION LONGUE DUREE SEULEMENT : 7500 Dh plus 500 Dh frais de syndic, 1 Mois de Caution 1 Salon équipe 1 Chambre à coucher 1 Cuisine équipée 1 Salle de bain Avec Balcon Climatisation Ascenseur 1 Place au garage sous-sol Syndicat Professionnel Wifi Haut Débit IP TV Activé Sécurité 24h/24 Frais de Syndic Inclus dans le prix",https://www.mubawab.ma/fr/a/8036370/studio-meubl%C3%A9-haut-standing-au-princesse-%C3%A0-louer,Appartement,"50
						m²",1 Pièce
Location appartement meublé moderne avec terrasse a racine a...,21 500 DH,"Racine, Casablanca","https://www.mubawab-media.com/ad/8/116/574F/h/photo_0_80645456.avif, https://www.mubawab-media.com/ad/8/116/574F/h/photo_1_80645457.avif, https://www.mubawab-media.com/ad/8/116/574F/h/photo_2_80645458.avif, https://www.mubawab-media.com/ad/8/116/574F/h/photo_3_80645459.avif, https://www.mubawab-media.com/ad/8/116/574F/h/photo_4_80645460.avif, https://www.mubawab-media.com/ad/8/116/574F/h/photo_5_80645461.avif, https://www.mubawab-media.com/ad/8/116/574F/h/photo_6_80645462.avif, https://www.mubawab-media.com/ad/8/116/574F/h/photo_7_80645463.avif, https://www.mubawab-media.com/ad/8/116/574F/h/photo_8_80645464.avif, https://www.mubawab-media.com/ad/8/116/574F/h/photo_9_80645465.avif","À louer  Meublée: magnifique appartement  moderne Meublée avec TERRASSE   a racine SUPERFICIE     de 240 m², situé au dernier  étage d’une résidence de prestige à  RACINE . Caractéristiques : un double Salon lumineux avec accès à une grande  belle terrasse, Cuisine  moderne, entièrement équipée 3 chambres avec 2 Salle de bain élégante avec finitions haut de gamme Deux places de garage incluses Emplacement privilégié : Proche des commodités, des commerces et des transports. Prix : 21500 DH/mois",https://www.mubawab.ma/fr/a/8116574/location-appartement-meubl%C3%A9-moderne-avec-terrasse-a-racine-au-dernier-etage,Appartement,"240
						m²",4 Pièces
Exclusivité studio meublé au CFC,8 300 DH,"Casablanca Finance City, Casablanca","https://www.mubawab-media.com/ad/8/058/119F/h/photo_0_79443769.avif, https://www.mubawab-media.com/ad/8/058/119F/h/photo_1_79443770.avif, https://www.mubawab-media.com/ad/8/058/119F/h/photo_2_79443771.avif, https://www.mubawab-media.com/ad/8/058/119F/h/photo_3_79443772.avif, https://www.mubawab-media.com/ad/8/058/119F/h/photo_4_79443773.avif, https://www.mubawab-media.com/ad/8/058/119F/h/photo_5_79443774.avif, https://www.mubawab-media.com/ad/8/058/119F/h/photo_6_79443775.avif, https://www.mubawab-media.com/ad/8/058/119F/h/photo_7_79443776.avif, https://www.mubawab-media.com/ad/8/058/119F/h/photo_8_79443777.avif","Beau studio bien meublé au quartier CFC composé d’un salon, une chambre, une cuisine américaine entièrement équipée et une place de parking résidence sécurisée 24h/24",https://www.mubawab.ma/fr/a/8058119/exclusivit%C3%A9-studio-meubl%C3%A9-au-cfc,Appartement,"73
						m²",2 Pièces
Location d'un appartement à Ain Diab. Superficie 129 m². Con...,18 000 DH,"Ain Diab, Casablanca","https://www.mubawab-media.com/ad/8/026/656F/h/photo_00_79125003.avif, https://www.mubawab-media.com/ad/8/026/656F/h/photo_01_79125004.avif, https://www.mubawab-media.com/ad/8/026/656F/h/photo_02_79125005.avif, https://www.mubawab-media.com/ad/8/026/656F/h/photo_03_79125006.avif, https://www.mubawab-media.com/ad/8/026/656F/h/photo_04_79125007.avif, https://www.mubawab-media.com/ad/8/026/656F/h/photo_05_79125008.avif, https://www.mubawab-media.com/ad/8/026/656F/h/photo_06_79125009.avif, https://www.mubawab-media.com/ad/8/026/656F/h/photo_07_79125010.avif, https://www.mubawab-media.com/ad/8/026/656F/h/photo_08_79125011.avif","Ne laissez pas passer cet appartement à louer. Prix 18 000 DH. 3 chambres, 2 salles de bains, surface 129 m². 4 pièces. 3ème étage. Moins de 5 ans. Revêtement: Marbre. Résidence équipée d'un ascenseur. Vous profiterez également d'une belle terrasse. Cet appartement est proposé à la location à Ain Diab. Appréciez le confort de la climatisation. La résidence dispose également d'un service de concierge. Cuisine entièrement équipée. Programmez dès maintenant votre visite pour cet appartement d'exception à Casablanca.",https://www.mubawab.ma/fr/a/8026656/location-d-un-appartement-%C3%A0-ain-diab-superficie-129-m%C2%B2-conciergerie-%C3%A0-disposition-syst%C3%A8me-de-climatisation,Appartement,"129
						m²",4 Pièces
"Location beau appart meublé ou vide 
terasse lycéLy",11 000 DH,"Bourgogne Est, Casablanca","https://www.mubawab-media.com/ad/8/153/042F/h/IMG-20250530-WA0094_80378109.avif, https://www.mubawab-media.com/ad/8/153/042F/h/IMG-20250530-WA0091_80378107.avif, https://www.mubawab-media.com/ad/8/153/042F/h/20201110_180809_80378110.avif",Je mets à votre disposition un bel appartement meublé ou vide pas très loin de lycée Lyautey au 7e étage seul à l'étage qui se compose de deux chambres à un salon cuisine et salle de bain et une belle terrasse bien orientée dans une résidence calme avec ascenseur et passe au parking près de location meublé 13000 dirhams et vide 11 000 dh,https://www.mubawab.ma/fr/a/8153042/location-beau-appart-meubl%C3%A9-ou-vide-terasse-lyc%C3%A9ly,Appartement,"172
						m²",3 Pièces
Coquet appartement meublé bien placé à Racine,6 000 DH,"Racine, Casablanca","https://www.mubawab-media.com/ad/8/033/137F/h/2_80332352.avif, https://www.mubawab-media.com/ad/8/033/137F/h/1_80332351.avif, https://www.mubawab-media.com/ad/8/033/137F/h/3_80332353.avif, https://www.mubawab-media.com/ad/8/033/137F/h/4_80332354.avif, https://www.mubawab-media.com/ad/8/033/137F/h/5_80332355.avif, https://www.mubawab-media.com/ad/8/033/137F/h/6_80332356.avif, https://www.mubawab-media.com/ad/8/033/137F/h/8_80332357.avif, https://www.mubawab-media.com/ad/8/033/137F/h/9_80332358.avif, https://www.mubawab-media.com/ad/8/033/137F/h/10_80332359.avif","Joli appartement meublé à louer pour une longue durée (minimum 1 an) d'une superficie de 50 m2 bien situé dans le quartier Racine, à proximité de l'école espagnole et du café dip'n'dip du Bd d'Anfa. Il est au 1er étage avec ascenseur et comprend : - un salon - une cuisine équipée semi-ouverte - une chambre à coucher - une SDB SANS garage. Immeuble bien entretenu et gardé 24/24 h avec un excellent emplacement central et proche des commodités (commerces, écoles, cafés, restaurants, agences bancaires ...). Bonnes prestations : marbre, climatisation, iptv, connexion wifi ... Loyer NON NEGOCIABLE. Nos honoraires hors TVA Location : 1 mois",https://www.mubawab.ma/fr/a/8033137/coquet-appartement-meubl%C3%A9-bien-plac%C3%A9-%C3%A0-racine,Appartement,"50
						m²",2 Pièces
Studio moderne à louer – Casablanca Anfa,9 000 DH,"Anfa, Casablanca","https://www.mubawab-media.com/ad/8/128/243F/h/whatsipp_amage_2025-04-19_at_11.02.49_80129271.avif, https://www.mubawab-media.com/ad/8/128/243F/h/whatsipp_amage_2025-04-19_at_11.02.49_%281%29_80129272.avif, https://www.mubawab-media.com/ad/8/128/243F/h/whatsipp_amage_2025-04-19_at_11.02.49_%282%29_80129273.avif, https://www.mubawab-media.com/ad/8/128/243F/h/whatsipp_amage_2025-04-19_at_11.02.49_80129274.avif, https://www.mubawab-media.com/ad/8/128/243F/h/whatsipp_amage_2025-04-19_at_11.02.50_%281%29_80129275.avif, https://www.mubawab-media.com/ad/8/128/243F/h/whatsipp_amage_2025-04-19_at_11.02.50_%282%29_80129276.avif, https://www.mubawab-media.com/ad/8/128/243F/h/whatsipp_amage_2025-04-19_at_11.02.50_80129277.avif, https://www.mubawab-media.com/ad/8/128/243F/h/whatsipp_amage_2025-04-19_at_11.02.51_%281%29_80129278.avif, https://www.mubawab-media.com/ad/8/128/243F/h/whatsipp_amage_2025-04-19_at_11.02.51_80129279.avif","À louer : charmant studio meublé situé dans le prestigieux quartier d’Anfa, à Casablanca. D’une superficie de 53 m², ce studio allie confort, modernité et praticité, idéal pour une personne seule ou un couple. Caractéristiques principales : •    un salon lumineux avec terrasse de 17 m •    Cuisine américaine entièrement équipée (réfrigérateur, plaques, four, micro-ondes) •  belle chambre avec Salle de bain moderne avec douche à l’italienne •    Climatisation réversible •    Balcon avec vue dégagée •    Résidence sécurisée avec ascenseur •    Place de parking au sous-sol",https://www.mubawab.ma/fr/a/8128243/studio-moderne-%C3%A0-louer-%E2%80%93-casablanca-anfa,Appartement,"53
						m²",2 Pièces
Grand APT de 3 CH en plein centre à louer,9 000 DH,"Les princesses, Casablanca","https://www.mubawab-media.com/ad/8/025/585F/h/4288B4E7-E5D3-42D5-BA3E-80963EC64E9D_79115012.avif, https://www.mubawab-media.com/ad/8/025/585F/h/158B161F-71E2-4D24-A983-E0B10E630001_79115013.avif, https://www.mubawab-media.com/ad/8/025/585F/h/D71E748F-79A8-4BFA-B07E-EFC6D9BC0040_79115014.avif, https://www.mubawab-media.com/ad/8/025/585F/h/D305A58B-C9D8-4FA7-88AA-67FF060F5CFD_79115015.avif, https://www.mubawab-media.com/ad/8/025/585F/h/1EDD2571-8A45-4317-B6C1-579C3CC61F70_79115016.avif, https://www.mubawab-media.com/ad/8/025/585F/h/2A1C15F7-4C94-498D-A457-75086946AD50_79115017.avif, https://www.mubawab-media.com/ad/8/025/585F/h/4901BA9A-C388-4BE9-9F1A-79D92BC4B11F_79115018.avif, https://www.mubawab-media.com/ad/8/025/585F/h/FB2290F1-15B3-485F-839B-F787AB3426BC_79115019.avif, https://www.mubawab-media.com/ad/8/025/585F/h/5BD199CA-D1E9-47D5-ACF6-81C3AFFDE4BA_79115020.avif","Location d’un superbe appartement de 3 chambres dans une résidence calme, fermée et sécurisée en plein cœur de Casablanca (Socrate, Princesses, Yacoub El Mansour). Située au 3 eme étage, l’appartement est composé comme suit ; - une entrée spacieuse - un double salon donnant sur la terrasse - une cuisine fermée - une master bedroom avec sa propre salle de bain - 2 chambres - une salle de bain indépendante",https://www.mubawab.ma/fr/a/8025585/grand-apt-de-3-ch-en-plein-centre-%C3%A0-louer,Appartement,"120
						m²",4 Pièces
Appartement à louer à Les princesses. 1 chambre. Bien meublé...,8 000 DH,"Les princesses, Casablanca","https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9333_76351144.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9454_76351145.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9452_76351146.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9459_76351147.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9460_76351148.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9467_76351149.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9456_76351150.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9504_76351151.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9344_76351152.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9339_76351153.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9342_76351154.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9338_76351157.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9336_76351158.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9334_76351159.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9343_76351160.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9347_76351161.avif, https://www.mubawab-media.com/ad/7/929/636F/h/IMG_9346_76351162.avif","Ne laissez pas passer cet appartement à louer. Prix 8 000 DH. 2 pièces, 1 salle de bains, surface 50 m². 1 chambre à coucher. 4ème étage. Moins d'un an. Revêtement: Marbre. Bien meublé. Cet appartement est à louer à Les princesses. Cuisine entièrement équipée. Lave-linge. Programmez dès maintenant votre visite pour cet appartement d'exception à Casablanca. Four. Spacieux salon européen. Four micro-ondes.",https://www.mubawab.ma/fr/a/7929636/appartement-%C3%A0-louer-%C3%A0-les-princesses-1-chambre-bien-meubl%C3%A9-,Appartement,"50
						m²",2 Pièces
Appartement en location à Oasis. Superficie 98 m². Ascenseur...,10 000 DH,"Oasis, Casablanca","https://www.mubawab-media.com/ad/8/181/515F/h/photo_00_80677654.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_01_80677656.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_02_80677657.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_03_80677658.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_04_80677659.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_05_80677660.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_06_80677661.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_07_80677662.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_08_80677663.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_09_80677664.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_010_80677665.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_011_80677666.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_012_80677667.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_013_80677668.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_014_80677669.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_015_80677670.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_016_80677671.avif, https://www.mubawab-media.com/ad/8/181/515F/h/photo_017_80677672.avif","Découvrez cet appartement à louer. Prix 10 000 DH. 2 chambres, 2 salles de bains, superficie 98 m². 2 pièces lumineuses. 3ème étage. Moins d'un an. Type de sol: Marbre. Confort et sécurité avec service de conciergerie et climatisation. Cet appartement est à louer à Oasis. Profitez d'une belle terrasse. Dispose également d'un ascenseur. Tranquillité garantie avec fenêtres en double vitrage. Soyez le premier à visiter cet appartement à louer à Casablanca. Four. Sécurité assurée.",https://www.mubawab.ma/fr/a/8181515/appartement-en-location-%C3%A0-oasis-superficie-98-m%C2%B2-ascenseur-et-terrasse,Appartement,"98
						m²",2 Pièces
"Location villa triplex al manar 
anfacasablanca",25 000 DH,"El Manar - El Hank, Casablanca","https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.27%20%282%29_80494380.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.27%20%286%29_80494381.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.27%20%287%29_80494382.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%282%29_80494383.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28_80494384.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%283%29_80494385.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%286%29_80494386.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%288%29_80494387.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%287%29_80494388.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%284%29_80494389.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%2817%29_80494390.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%2816%29_80494391.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%2815%29_80494392.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%2814%29_80494393.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%2813%29_80494394.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%289%29_80494395.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.28%20%2812%29_80494396.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.27%20%2810%29_80494397.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.27%20%288%29_80494398.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.27%20%285%29_80494399.avif, https://www.mubawab-media.com/ad/8/163/401F/h/WhatsApp%20Image%202025-06-13%20at%2012.44.27%20%281%29_80494400.avif","S.A.M Broker Partner vous propose à la location cette sublime villa triplex avec un beau jardin idéalement située sur quartier AL MANAR ANFA à 5 min seulement de la corniche de Ain Diab D'une superficie de 432 m² se compose de : RDC : sanitaire des invités cuisine avec buanderie chambre du personnel avec sa salle de bain A L'étage: Triple salon avec cheminée ouvert sur deux terrasses 3éme étage: une suite parentale avec grand dressing et salle de bain. deux chambres avec placard une deuxième salle de bain - un garage à, l'entrée Loyer : 25000 DHS/MOIS Honoraires : un mois de loyer",https://www.mubawab.ma/fr/a/8163401/location-villa-triplex-al-manar-anfacasablanca,Maison,"432
						m²",4 Pièces
